"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Babeliaceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Puniceicoccaceae" "Cerasicoccus" NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Planctomycetota" "Pla3 lineage" NA NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Pirellula" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Nomurabacteria" NA NA NA
"Archaea" "Nanoarchaeota" "Nanoarchaeia" "Woesearchaeales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Planctomycetales" "Rubinisphaeraceae" "Planctomicrobium" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" "Tepidisphaera" NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Chloroflexi" "Anaerolineae" "SBR1031" "A4b" NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" "Rhodopirellula" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Tuwongella" NA
"Bacteria" "Patescibacteria" NA NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Blfdi19" NA NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "OM27 clade" NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA NA
"Bacteria" "Planctomycetota" "OM190" NA NA NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Patescibacteria" "Gracilibacteria" "Absconditabacteriales (SR1)" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Patescibacteria" "Gracilibacteria" NA NA NA NA
"Bacteria" "Latescibacterota" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup 15" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Saprospiraceae" NA NA
"Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Elusimicrobiota" "Elusimicrobia" "MVP-88" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Armatimonadota" NA NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Amb-16S-1034" NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Deinococcota" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Chloroflexi" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micavibrionales" "Micavibrionaceae" NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Nomurabacteria" NA NA NA
"Archaea" "Nanoarchaeota" "Nanoarchaeia" "Woesearchaeales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Archaea" "Nanoarchaeota" "Nanoarchaeia" "Woesearchaeales" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Sandaracinaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micavibrionales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Yanofskybacteria" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "NS11-12 marine group" NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Firmicutes" "Clostridia" "Christensenellales" "Christensenellaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Acidobacteriota" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup 10" NA
"Bacteria" "Actinobacteriota" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "CL500-29 marine group" NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA NA
"Bacteria" "Patescibacteria" "Microgenomatia" "Candidatus Woesebacteria" NA NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "SC-I-84" NA NA
"Bacteria" "Firmicutes" "Bacilli" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Nomurabacteria" NA NA NA
"Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Sumerlaeota" "Sumerlaeia" "Sumerlaeales" "Sumerlaeaceae" "Sumerlaea" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Cyanobacteria" "Vampirivibrionia" "Gastranaerophilales" NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "S-70" NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Puniceicoccaceae" "Cerasicoccus" NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Cyanobacteria" "Vampirivibrionia" "Obscuribacterales" "Obscuribacteraceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Muribaculaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Patescibacteria" "Berkelbacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria Incertae Sedis" "Unknown Family" "Candidatus Berkiella" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" NA
"Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA NA
"Bacteria" "Armatimonadota" "Armatimonadia" "Armatimonadales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Cyclobacteriaceae" NA NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Aurantisolimonas" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Actinobacteriota" "Acidimicrobiia" "Microtrichales" "Microtrichaceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
NA NA NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Dysgonomonadaceae" "Dysgonomonas" NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Moranbacteria" NA NA NA
"Bacteria" "Acidobacteriota" "Blastocatellia" "Pyrinomonadales" "Pyrinomonadaceae" "RB41" NA
"Bacteria" "Patescibacteria" "Gracilibacteria" "Candidatus Peribacteria" NA NA NA
"Bacteria" "Actinobacteriota" "Actinobacteria" NA NA NA NA
"Bacteria" "Patescibacteria" NA NA NA NA NA
"Bacteria" "Firmicutes" "Bacilli" "RF39" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Patescibacteria" NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Dyadobacter" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Micavibrionales" NA NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Actinobacteriota" "MB-A2-108" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "BD7-11" NA NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Terrimicrobiaceae" "Terrimicrobium" NA
"Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Paracaedibacterales" "Paracaedibacteraceae" "Candidatus Captivus" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Sandaracinaceae" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Patescibacteria" "ABY1" "Candidatus Magasanikbacteria" NA NA NA
"Bacteria" "WPS-2" NA NA NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Firmicutes" "Bacilli" "Entomoplasmatales" "type III" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Babeliaceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Adlerbacteria" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Desulfobacterota" "Desulfobacteria" "Desulfobacterales" NA NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Adlerbacteria" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Spirochaetota" "Spirochaetia" "Spirochaetales" "Spirochaetaceae" "Spirochaeta 2" NA
"Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Elusimicrobiota" "Elusimicrobia" "Lineage IV" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"Bacteria" "Bdellovibrionota" "Oligoflexia" "Oligoflexales" "Oligoflexaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" NA NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" NA NA
"Bacteria" "Patescibacteria" "Parcubacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Rikenella" NA
"Bacteria" "Patescibacteria" "Microgenomatia" "Candidatus Daviesbacteria" NA NA NA
"Bacteria" "Patescibacteria" "Gracilibacteria" "Candidatus Peribacteria" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Hydrogenedentes" "Hydrogenedentia" "Hydrogenedentiales" "Hydrogenedensaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "SM1A02" NA
"Bacteria" "Cyanobacteria" "Sericytochromatia" NA NA NA NA
"Bacteria" "Chloroflexi" NA NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Desulfobacterota" "Desulfuromonadia" "PB19" NA NA NA
"Bacteria" "SAR324 clade(Marine group B)" NA NA NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Piscirickettsiales" "Piscirickettsiaceae" "Candidatus Endoecteinascidia" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Amoebophilaceae" "Candidatus Amoebophilus" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Phaselicystidaceae" "Phaselicystis" NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" NA NA NA NA NA
"Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Elusimicrobiota" "Lineage IIa" NA NA NA NA
"Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Verrucomicrobiales" "Akkermansiaceae" "Akkermansia" NA
"Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "WWH38" NA NA
"Bacteria" "Acidobacteriota" "Vicinamibacteria" "Subgroup 17" NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "NS11-12 marine group" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"Bacteria" "Sumerlaeota" "Sumerlaeia" "Sumerlaeales" "Sumerlaeaceae" "Sumerlaea" NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" NA NA
"Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" NA NA
"Bacteria" "Planctomycetota" "OM190" NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Singulisphaera" NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Paludibacteraceae" NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" NA NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "cvE6" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Bacteroidota" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" NA
"Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "B12-WMSP1" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Patescibacteria" "Berkelbacteria" NA NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101 soil group" NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" NA NA NA
"Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" NA NA
"Bacteria" "Patescibacteria" "Microgenomatia" "Candidatus Amesbacteria" NA NA NA
"Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA NA
"Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"Bacteria" NA NA NA NA NA NA
"Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
